1 1 9.563237238365493E-7 -9.568948381232105E-7 -9.568948381232105E-7
1 2 1.913789676246421E-6 -1.914937893656935E-6 -9.585072595865915E-7
1 3 2.873338243009732E-6 -2.875075737193874E-6 -9.610496473838224E-7
1 4 3.835888971014066E-6 -3.838234120330216E-6 -9.644960029411033E-7
1 5 4.802330248891939E-6 -4.805307663911469E-6 -9.688099596081978E-7
1 6 5.773508890230461E-6 -5.777149446236749E-6 -9.739446724381815E-7
1 7 6.750219593768302E-6 -6.754560464743466E-6 -9.798426854348122E-7
1 8 7.733194261100086E-6 -7.738278950784602E-6 -9.86435783178214E-7
1 9 8.72309116012473E-6 -8.728969524813487E-6 -9.93644835372843E-7
1 10 9.720483931845771E-6 -9.727212188653718E-6 -1.0013796445362393E-6
1 11 1.0725850449197208E-5 -1.0733491162597241E-5 -1.0095388087544272E-6
1 12 1.1739561549354626E-5 -1.1748183587873572E-5 -1.0180096131531337E-6
1 13 1.2761869675503475E-5 -1.2771548129578027E-5 -1.0266679654467332E-6
1 14 1.3792897480248092E-5 -1.3803713531416926E-5 -1.0353783925916218E-6
1 15 1.483262646068672E-5 -1.4844667191559767E-5 -1.04399411713786E-6
1 16 1.5880885714523812E-5 -1.5894243848363804E-5 -1.0523572332798144E-6
1 17 1.6937340927246348E-5 -1.6952114485567585E-5 -1.0602990037768433E-6
1 18 1.80014837220775E-5 -1.8017775588464936E-5 -1.0676402997590774E-6
1 19 1.9072621526764503E-5 -1.9090538905201644E-5 -1.0741922058484206E-6
1 20 2.014986813377434E-5 -2.0169521890204446E-5 -1.0797568128973914E-6
1 21 2.1232135152559286E-5 -2.1253639029256727E-5 -1.0841282198564142E-6
1 22 2.231812457348717E-5 -2.234159426715058E-5 -1.0870937646978831E-6
1 23 2.3406322681955052E-5 -2.3431874778312562E-5 -1.0884355018286273E-6
1 24 2.4494995577144423E-5 -2.4522746337337496E-5 -1.0879319398959306E-6
1 25 2.5582186561746913E-5 -2.561225055887307E-5 -1.085360049239457E-6
1 26 2.6665715675623337E-5 -2.669820428358923E-5 -1.0804975423931595E-6
1 27 2.7743181646533232E-5 -2.77782013877927E-5 -1.0731254239690264E-6
1 28 2.881196652356139E-5 -2.8849617287349594E-5 -1.0630307979821978E-6
1 29 2.9869243242497628E-5 -2.990961639074514E-5 -1.0500099112925238E-6
